epoch,lr,step,train_loss,train_energy_mae,train_energy_mse,train_energy_per_atom_mae,train_energy_per_atom_mse,train_gradient_force_mae,train_gradient_force_mse,val_loss,val_energy_mae,val_energy_mse,val_energy_per_atom_mae,val_energy_per_atom_mse,val_gradient_force_mae,val_gradient_force_mse,test_loss,test_energy_mae,test_energy_mse,test_energy_per_atom_mae,test_energy_per_atom_mse,test_gradient_force_mae,test_gradient_force_mse,save_model
0,0.0001,1900,130.4945833386873,6.703491620264555,111.90746616263138,0.09818123128657279,0.02258962821019323,0.35047224941222294,0.3717423450672313,73.86095970153809,4.515223217010498,58.95990661621094,0.06559132851660252,0.011451398134231567,0.3281654012203217,0.29802106887102126,58.644487915039065,4.553946595191956,43.586349449157716,0.06548328161239624,0.00889457818120718,0.33248582541942595,0.3011627694964409,True
1,0.0001,3800,55.0056277817174,4.002900815386521,40.63533988099349,0.0582675253050892,0.0077917369974679065,0.32563385108583853,0.2874057564060939,48.590577926635746,3.574318699836731,34.88269680023193,0.05189515523612499,0.00669404084328562,0.3159116452932358,0.2741576313972473,,,,,,,,
2,0.0001,5700,39.47879349959524,3.409318500318025,26.665492945721276,0.049643688976372544,0.005346255299855808,0.3034351896298559,0.2562660110545786,33.248167839050296,3.1925543403625487,22.001997737884523,0.04637289397418499,0.004320454751141369,0.2902225035429001,0.22492340266704558,,,,,,,,
3,0.0001,7600,29.54899853756553,3.0326856231062034,19.1864009134393,0.04432175155532987,0.004003862932471461,0.27949721417144724,0.2072519524944456,26.25435073852539,2.8625117254257204,16.614781551361084,0.041982130482792854,0.0035276060388423503,0.27250952541828155,0.19279138267040252,,,,,,,,
4,0.0001,9500,26.741789592943693,2.8000491435904253,17.64486052713896,0.04091203142839827,0.0035881361629397264,0.2642548802495003,0.18193858123531467,22.983513507843018,2.6215111374855042,14.232021408081055,0.038716300204396245,0.003104577399790287,0.2602640035748482,0.17502984553575515,,,,,,,,
5,0.0001,11400,24.497921442232634,2.597858085255874,16.04331236864391,0.038020870855176137,0.003295659899013117,0.2538380922612391,0.1690921817837577,23.519739208221434,2.5420040702819824,15.100921840667725,0.03737496841698885,0.003113083252683282,0.2497173112630844,0.16837635025382042,,,,,,,,
6,0.0001,13300,20.300461455395347,2.4136597059274973,12.567313371457551,0.03540749917885191,0.0026079599202708586,0.24474122405052184,0.15466296122654488,20.039371395111083,2.468275575637817,12.62916687965393,0.03596851404756308,0.0025308996299281718,0.240196376144886,0.14820409089326858,,,,,,,,
7,0.0001,15200,18.25148678629022,2.277217704622369,11.126192038435684,0.03346778850120149,0.0023584965271507634,0.23513713686874038,0.14250589461310914,18.453138217926025,2.2980988574028016,11.615258140563965,0.034164397493004796,0.002578274162951857,0.23174370795488358,0.13675760045647622,,,,,,,,
8,0.0001,17100,16.21623145404615,2.141776796830328,9.675412658264763,0.03150272866809054,0.00205675838190425,0.22677168939458697,0.13081637562497667,15.851504287719727,2.133560311794281,9.572428693771363,0.03137579258531332,0.0020407351455651226,0.2227401041984558,0.12558151349425317,,,,,,,,
9,0.0001,19000,16.014200118466427,2.0355226310303336,9.872828941721664,0.02991277470596527,0.0020305040988789283,0.21897573227160855,0.12282742379135207,17.420388622283937,1.913366641998291,11.110720720291138,0.028432485423982145,0.0023018825659528374,0.21695769518613817,0.12619335517287256,,,,,,,,
10,0.0001,20900,13.432184493165266,1.8824158192308325,7.679596102363185,0.02774173863036068,0.0016181301803781503,0.2127971066926655,0.11505176763785513,13.162254085540772,1.8746878433227538,7.589094843864441,0.02763931043446064,0.0016115085734054446,0.20858095943927765,0.11146318539977074,13.400026245117187,1.8943771314620972,7.909145135879516,0.027308356836438178,0.0015429843205492944,0.21094124168157577,0.1098176196217537,True
11,0.0001,22800,12.177123447719373,1.8032970589085628,6.81660210647081,0.02655411131680012,0.0014552719991249767,0.20617809747394764,0.10721042709523125,15.482340507507324,1.8532842421531677,10.186342797279359,0.027522326707839967,0.0020939159719273446,0.2027597963809967,0.10591995492577552,,,,,,,,
12,0.0001,24700,12.119388118041188,1.7408040689794642,7.019968325966283,0.025630809719625273,0.001450088521049015,0.2008530567586422,0.10198839577405076,11.699302816390992,1.6704575037956237,6.607428708076477,0.024752742759883404,0.001386119598755613,0.1982452780008316,0.1018374827504158,,,,,,,,
13,0.0001,26600,10.596487681740209,1.6639347104649795,5.794972376697942,0.02444511829434257,0.001222013400493827,0.195536192914373,0.09603030604163283,10.352541608810425,1.6389241242408752,5.552248115539551,0.024296851940453053,0.001219374758657068,0.19468848198652267,0.09600587099790574,,,,,,,,
14,0.0001,28500,10.027081106838427,1.6026100635528564,5.428540854955974,0.023558065282475008,0.0011450781355808047,0.19095401193750533,0.09197080528853756,9.854773740768433,1.6066590070724487,5.33637387752533,0.02384635664522648,0.0011861710867378862,0.18816897362470628,0.09036799862980843,,,,,,,,
15,0.0001,30400,9.411326125044571,1.545908525868466,5.046310926111121,0.022706622625456044,0.0010588189002469575,0.186603701295037,0.08730030402149025,9.837218484878541,1.5236701822280885,5.26428300857544,0.022599023953080177,0.0011462205939460545,0.186115300655365,0.09145870819687843,,,,,,,,
16,0.0001,32300,8.935118398415415,1.4916991971668445,4.732153856879786,0.02191572046250497,0.0009957251626091371,0.1828782809094379,0.08405929088200394,10.166974439620972,1.6403675079345703,5.946797862052917,0.023813917115330697,0.001201227306155488,0.18071926563978194,0.08440353222191334,,,,,,,,
17,0.0001,34200,8.324052594586423,1.4486303971629393,4.29062914609909,0.02124228451891165,0.0009039552350785877,0.1794650983888852,0.0806684689439441,8.913190088272096,1.488427140712738,4.796996526718139,0.02194700635969639,0.001031935669016093,0.1781444376707077,0.0823238705098629,,,,,,,,
18,0.0001,36100,7.924309246414587,1.4071891598952444,3.988559707842375,0.020675053564635545,0.0008496237788533204,0.17635655716061593,0.0787149908334801,8.571503229141236,1.3875868105888367,4.635351114273071,0.020627870671451092,0.0010093709581997245,0.1737766170501709,0.07872304297983647,,,,,,,,
19,0.0001,38000,7.790669984315571,1.371610448862377,4.01093899413159,0.020140391681833486,0.000840099348110686,0.173560317574363,0.07559461976156423,7.6024098968505855,1.38109765291214,3.719297156333923,0.020345497988164426,0.0008155004924628883,0.1736938887834549,0.07766225501894951,,,,,,,,
20,0.0001,39900,7.382823338508606,1.3359338163388403,3.710383501115598,0.019612863050577672,0.0007802336367067734,0.17103431351090734,0.07344879676636897,7.092114315032959,1.327357964515686,3.3353491544723513,0.01964231051504612,0.0007574046199442818,0.17093236804008483,0.07513530373573303,7.364978322982788,1.376654076576233,3.7259523725509642,0.0197909926623106,0.0007210526370909065,0.1720413962006569,0.07278052024543286,True
21,0.0001,41800,6.99165644068467,1.3087204202539042,3.4523490481627617,0.019203250527774034,0.000731135326557131,0.1684831009099358,0.07078614787443688,7.376861162185669,1.3749784660339355,3.725074501037598,0.020032183565199375,0.0007895116414874792,0.16834842562675476,0.07303573355078698,,,,,,,,
22,0.0001,43700,6.751998979919835,1.2685641765280773,3.2930153790273162,0.01865268728401708,0.000699805022526753,0.16630738712455098,0.06917967204004526,7.103126773834228,1.2954950308799744,3.5703752422332764,0.01942913929000497,0.0008242241403786466,0.1659793096780777,0.07065503127872944,,,,,,,,
23,0.0001,45600,6.625876245498657,1.2500909421632165,3.269457816136511,0.018324793208096372,0.0006795521135331671,0.16432270464928528,0.06712836879060456,8.372214736938476,1.2257527995109558,4.820652422904968,0.01798097085207701,0.0009540744207333774,0.1636024993658066,0.07103124752640724,,,,,,,,
24,0.0001,47500,6.3508757009004295,1.2183527776442076,3.09665734303625,0.017891315618333847,0.0006500002534027628,0.16214808456991847,0.06508436710230614,6.010735731124878,1.1432458055019379,2.5556267166137694,0.017089652251452207,0.0006007790105650202,0.16255721986293792,0.0691021803766489,,,,,,,,
25,0.0001,49400,5.914044557747088,1.1794202202244808,2.741606171884035,0.017335525129088446,0.0005838396581116525,0.16029400034954674,0.06344876776596434,5.983041219711303,1.1757230246067047,2.680298843383789,0.017426477540284396,0.000600579414749518,0.1600008076429367,0.06605484716594219,,,,,,,,
26,0.0001,51300,5.8900441943971735,1.1837329114110846,2.809533236905148,0.017372194478582396,0.0005892948117520734,0.15843669146299363,0.06161021917470191,6.270854625701904,1.2384320867061616,2.9928602504730226,0.018231766745448113,0.0006548307713819668,0.15892473369836807,0.06555988796055318,,,,,,,,
27,0.0001,53200,5.898575519260607,1.1595982399426008,2.8679767848943407,0.01698355349172887,0.0005889024782319259,0.15702727916993592,0.06061197464207285,6.017458524703979,1.1971262276172638,2.816655304431915,0.017397175654768945,0.0005774498119717464,0.15785537123680116,0.0640160644799471,,,,,,,,
28,0.0001,55100,5.4584264110264025,1.124373704602844,2.525295234134323,0.016497567630814093,0.0005306768754196942,0.15519108137017804,0.05866262350231409,5.622616233825684,1.1185223758220673,2.446186726093292,0.01645371165126562,0.0005372159508988261,0.1571474340558052,0.06352859020233154,,,,,,,,
29,0.0001,57000,5.258729837066249,1.1027052172234184,2.392366318953665,0.016186140702645246,0.0005041669686033857,0.15355675149120782,0.057327270474480954,5.725053596496582,1.1511566960811614,2.6537366032600405,0.01713229050859809,0.0005904266569996253,0.15431347727775574,0.06142633967101574,,,,,,,,
30,0.0001,58900,5.320839675351193,1.0990213376911062,2.506196184409292,0.01614170819766035,0.0005244826818173016,0.15223508739157726,0.056292869952556335,5.533905186653137,1.107071772813797,2.5228339648246765,0.016319511365145443,0.0005321006913436576,0.15282074868679046,0.060221424847841265,5.386006412506103,1.1226818299293517,2.4034296083450317,0.016245283670723438,0.000478453217074275,0.153748639523983,0.059651536867022514,True
31,0.0001,60800,5.030985843382384,1.0768529275216554,2.291990193567778,0.015785710103319663,0.0004792868900174079,0.1506898737267444,0.054779912988214115,5.334969549179077,1.1023759651184082,2.3748983764648437,0.016032184679061173,0.0004885992454364895,0.15234071284532547,0.059201424941420555,,,,,,,,
32,0.0001,62700,5.034505954918108,1.059877541974971,2.338351078002076,0.015549465929109016,0.0004851740454001916,0.14950240738297763,0.05392309756459374,5.032566375732422,1.0449520075321197,2.1477762556076048,0.015401219911873341,0.0004626879078568891,0.15027077615261078,0.057695802822709086,,,,,,,,
