epoch,lr,step,train_loss,train_energy_mae,train_energy_mse,train_energy_per_atom_mae,train_energy_per_atom_mse,train_gradient_force_mae,train_gradient_force_mse,val_loss,val_energy_mae,val_energy_mse,val_energy_per_atom_mae,val_energy_per_atom_mse,val_gradient_force_mae,val_gradient_force_mse,test_loss,test_energy_mae,test_energy_mse,test_energy_per_atom_mae,test_energy_per_atom_mse,test_gradient_force_mae,test_gradient_force_mse,save_model
20,0.0001,202545.0,0.2593936315120972,0.06601675185283569,0.009068141848124772,0.004881040571025158,5.181708733878607e-05,0.04376198223988566,0.005006509793279472,0.679518421734336,0.08104554562541544,0.01681774552929352,0.0062350474378518135,0.0001015984867965334,0.06389822681526827,0.01325401352410085,0.6523870082159597,0.08102225327823345,0.0163175610288164,0.0062715187282900734,9.654820208758393e-05,0.06212903846339633,0.012721388943742867,True
21,0.0001,212190.0,0.25446921579471493,0.06529717172287962,0.008874567781644211,0.0048258982081961395,5.064574299644113e-05,0.04344573280356253,0.004911892960261434,0.6947546202234157,0.08508542664677789,0.017824411923780183,0.0065694177176371105,0.00010862351791346985,0.06338133196066315,0.01353860416599271,,,,,,,,
22,0.0001,221835.0,0.25019425453675537,0.06467530665843581,0.008732237750385861,0.004781142381811702,4.988188645421757e-05,0.04316463275151762,0.004829240335727388,0.6906905334574416,0.08049163701735926,0.01698809442057973,0.006187717561147622,0.00010249718759849217,0.06286114191876747,0.013474048780737238,,,,,,,,
23,0.0001,231480.0,0.24678319499508547,0.06405462256861848,0.00850474712788507,0.004734493139853144,4.861112146568441e-05,0.042898056210159796,0.004765568957343992,0.7374926223979064,0.07923118399715931,0.01592398557515477,0.006086330298290375,9.558096465553849e-05,0.06570818712705392,0.01443137273645503,,,,,,,,
24,0.0001,241125.0,0.2459293614325301,0.06366992395999685,0.008466586240854366,0.00470832640241934,4.8480060023978135e-05,0.042730246800081174,0.004749255503833508,0.6868722343716298,0.08133691207354987,0.015867891169512212,0.006241734929555435,9.59854043503714e-05,0.062188283272234204,0.013420086864042346,,,,,,,,
25,0.0001,250770.0,0.2416760120848487,0.06324186017533394,0.008284143935219927,0.0046748917062269125,4.73319231641658e-05,0.04245053817293357,0.004667837362992588,0.7189426625570318,0.09596593428846192,0.020472437803406098,0.007363957897394356,0.00012411836035698795,0.06389993129493808,0.01396940449507251,,,,,,,,
26,0.0001,260415.0,0.23836282823669844,0.06215155500167002,0.0080431668480508,0.0045953841449961055,4.5981077831992715e-05,0.042207894246321716,0.004606393227772955,0.7018354264627691,0.0769044400926421,0.014706162334351808,0.005921578578994559,8.936814169169122e-05,0.06383155174148611,0.013742585282568349,,,,,,,,
27,0.0001,270060.0,0.23499194008098553,0.06209452763563843,0.007980558130552285,0.004590648800103655,4.564347934654241e-05,0.0419590521804403,0.0045402276390086455,0.6729774471959041,0.07836297736876077,0.015177791917592864,0.006036531387275034,9.310981682749572e-05,0.06114955861329293,0.013155993105566227,,,,,,,,
28,0.0001,279705.0,0.2334033072855925,0.061580957724062226,0.007913878840980946,0.0045497655980046665,4.5140893590914315e-05,0.041757352773737245,0.004509788568892245,0.6689445227901756,0.07155412006573497,0.014435607587668996,0.005538684517380705,8.865194771850662e-05,0.06122391653926425,0.013090178304050131,,,,,,,,
29,0.0001,289350.0,0.22770799986981644,0.06064398699766842,0.007638144993647128,0.00448311109628945,4.359961109303956e-05,0.04143066442468807,0.004401397097523381,0.67632575738859,0.07855080816960906,0.016037696373491,0.006081883281390423,9.946789977082213e-05,0.06229610351436016,0.013205761220301981,,,,,,,,
30,0.0001,298995.0,0.22589198457765294,0.06010512486016577,0.007473884071932064,0.004444147720330337,4.2735634483497585e-05,0.0412867792323447,0.004368362010114377,0.710286380095861,0.07549387057232289,0.014362144331311744,0.005818174772600741,8.73443107359237e-05,0.06177307623097313,0.013918484715290988,0.6084811718583327,0.0790612617144472,0.014366423781958945,0.006219437875544986,8.644084570767722e-05,0.05950761717689983,0.011882294961527476,
31,0.0001,308640.0,0.22340580090148562,0.05990035652615892,0.007423766260373161,0.004427023066748667,4.240545135475591e-05,0.04108821075160949,0.0043196406928222445,0.7067666387740095,0.07556363996377458,0.013964521587533377,0.005802064546954341,8.396934140330169e-05,0.0632728892156117,0.013856042343729525,,,,,,,,
32,0.0001,318285.0,0.22093308415047655,0.059413150305609216,0.00730980573680016,0.004392154631309788,4.17729069003885e-05,0.04085739886466364,0.0042724655682735415,0.6761839241349048,0.07944985196578583,0.01462064579032198,0.006070557568821869,8.778098100266768e-05,0.061515529030005144,0.01323126556689166,,,,,,,,
33,0.0001,327930.0,0.21952266548977384,0.059332914433607144,0.007290940530906971,0.004388234666935643,4.179247092106413e-05,0.04075962812115098,0.004244634499177329,0.6534945251547625,0.08596239885475788,0.01595615009180793,0.006548421354487378,9.47854212319139e-05,0.061301766267075716,0.01275076750125909,,,,,,,,
34,0.0001,337575.0,0.21729865394225592,0.058669387123548425,0.007127837222731139,0.004338041161742269,4.079598656010803e-05,0.04054079370426123,0.004203416334390492,0.6860890029070966,0.08048300970361251,0.014985268193112768,0.006134303458807564,8.939280055834135e-05,0.06186904258921637,0.013422074694279678,,,,,,,,
35,0.0001,347220.0,0.21945268020029535,0.058950072723597924,0.007317954827382583,0.004358270131343352,4.182544974903029e-05,0.040561511995258405,0.004242694507458255,0.7439745830129157,0.09316733761614723,0.01942714661916453,0.0071128985466546975,0.00011600778337491026,0.06566105238287591,0.014490948727875024,,,,,,,,
36,0.0001,356865.0,0.21387191734174155,0.058067575419969625,0.006993813624894037,0.004292136320597459,3.994905297315509e-05,0.04028032973819752,0.004137562074336943,0.6891652630275079,0.08302591662726846,0.017767085028666297,0.006369729993940143,0.0001066295559388408,0.06342598443043017,0.01342796355997683,,,,,,,,
37,0.0001,366510.0,0.2151975802876934,0.05846054778771528,0.007097886679089518,0.00432259750362365,4.064471616295879e-05,0.04027089590379965,0.004161993872172067,0.6664828766852382,0.07411584159227422,0.013529840367338949,0.0057115131907907995,8.233367214461124e-05,0.060994843346266224,0.013059060726357985,,,,,,,,
38,0.0001,376155.0,0.2093653354478587,0.056975369699601236,0.006752987584716459,0.004211422788401626,3.8544038170764606e-05,0.039880107796626846,0.0040522469572628565,0.6982541404623841,0.0882070038712316,0.015851759210724257,0.006738240387905955,9.386908177261023e-05,0.06157222491014095,0.013648047625033199,,,,,,,,
39,0.0001,385800.0,0.2080776784808707,0.05699990915856743,0.006716723666264435,0.004212932392063508,3.834311317925958e-05,0.03982382607688676,0.004027219096292146,0.6849813927196261,0.0790770374888354,0.016536031363697346,0.006106624433694765,0.00010077799903208669,0.06238891273740639,0.013368907227118573,,,,,,,,
40,0.0001,395445.0,0.2086595983988067,0.05717796515749908,0.006788357616891285,0.0042263096217032056,3.874253952144763e-05,0.03979919972905033,0.0040374248156383186,0.65768760299539,0.0735498959206041,0.014059507930260718,0.005719169054654208,8.746665944698963e-05,0.06137054131816457,0.012872561901302584,0.6044808816139566,0.07014943318748611,0.013143272281225124,0.005504840967495579,7.885257457476374e-05,0.05884629880014989,0.011826752186654632,True
41,0.0001,405090.0,0.2046840853092126,0.056351475655889854,0.006565998219474431,0.004166026759576007,3.753517915775704e-05,0.039523079727295754,0.003962361741794779,0.7270055607356206,0.07922978426915434,0.014116278318816972,0.006056152453186064,8.445075827729797e-05,0.06190668386074986,0.01425778564833607,,,,,,,,
42,0.0001,414735.0,0.20395883905162113,0.056572604599189634,0.006582165652581482,0.004179717645696992,3.749903702595796e-05,0.03942868115467817,0.003947533467980798,0.6842121816894682,0.08679124632684707,0.016369825763927447,0.006619954550339219,9.809219032659924e-05,0.06247745306235736,0.013356847118510814,,,,,,,,
43,0.0001,424380.0,0.20693898395028307,0.056663621176139115,0.006699353564084556,0.004185797395813674,3.81389245454463e-05,0.03949795847499606,0.00400479260772397,0.7653822463849693,0.09185281175834951,0.020230344161848123,0.007054528073689242,0.00012079239679827399,0.06782188145629159,0.014903038044462424,,,,,,,,
44,0.0001,434025.0,0.19981089907402577,0.05608015404911063,0.006466241680517696,0.004142644058027989,3.692918401680341e-05,0.03911294975439975,0.0038668931478701633,0.6845418989452255,0.07555826345387341,0.013096064448469034,0.0057707547296460115,7.891832034839956e-05,0.06171743675673702,0.013428916689935132,,,,,,,,
45,0.0001,443670.0,0.2003385228032849,0.05561969637230788,0.006386549151735801,0.004109379632199081,3.64428514573768e-05,0.039099206588311376,0.0038790394730309876,0.6907818010801009,0.0732105562872055,0.013975435142009569,0.005615078830902405,8.396158385316223e-05,0.06142355718943111,0.013536127318761826,,,,,,,,
46,0.0001,453315.0,0.19838360524221704,0.05516421204868298,0.006298424648259615,0.004076697595298521,3.59124944008109e-05,0.03900693395686526,0.0038417036118791534,0.687494741737992,0.07677140003888452,0.015023053015978827,0.005928640098726931,9.14518762718227e-05,0.06148575178775691,0.013449433774440262,,,,,,,,
47,0.0001,462960.0,0.19739316870137974,0.0548602403909785,0.006226693990600199,0.00405531641183649,3.559514414803809e-05,0.03887521188278735,0.0038233294942156045,0.6746626639099192,0.07008493763234,0.0131321626763732,0.005388032038106429,7.919762515239279e-05,0.060507419587136665,0.013230610024670922,,,,,,,,
48,0.0001,472605.0,0.1999961821770123,0.05518998363810047,0.006360967445371861,0.00407776851725849,3.627454671577851e-05,0.038929291651818146,0.0038727042946328115,0.6832431581129694,0.07018244858350808,0.013091107628541496,0.005450804242630341,8.115398620067859e-05,0.06143196887401951,0.013403041009688556,,,,,,,,
49,0.0001,482250.0,0.1948797213482236,0.0551183388961427,0.00625134293683633,0.004070023927190925,3.554967146953952e-05,0.03865087487928318,0.0037725675682277614,0.693758784548727,0.07504895691453348,0.015128172971162257,0.005812655643743745,9.193082238343763e-05,0.061301753501035595,0.013572612231551293,,,,,,,,
50,7e-05,491895.0,0.1778472871186811,0.04997370373547509,0.005302957424952004,0.003695321366834799,3.0266113511769755e-05,0.037022747244608675,0.003450886593874602,0.6760178412340931,0.07732803076398395,0.013479982556888778,0.00590044229994802,7.962867684383154e-05,0.06075232673295942,0.013250757173544087,0.6091368947853557,0.07790388035821617,0.012970750357105206,0.006092708233044266,7.819992875446614e-05,0.058838131671413794,0.01192332288856501,
51,7e-05,501540.0,0.17609736556350256,0.050074212795419924,0.005289106842951953,0.0037006113401390596,3.014079238571777e-05,0.03685779158514138,0.003416165174411018,0.6785897898052615,0.0790110776001262,0.013341935391799457,0.005991916440044839,7.862782069920065e-05,0.060310226934698986,0.01330495708826924,,,,,,,,
52,7e-05,511185.0,0.17721891885931895,0.050010212119459926,0.005298515029866731,0.0036964409383753237,3.017034772666923e-05,0.03689300879426439,0.003438408076589049,0.6540906819625775,0.07177800250648671,0.012452613241497941,0.005492863845287695,7.419316125086677e-05,0.05992038504916156,0.012832761374421589,,,,,,,,
53,7e-05,520830.0,0.17624262064696805,0.04977687708856093,0.005261585567898526,0.0036792403243484273,2.9983321694378497e-05,0.03676667378676179,0.0034196207015813893,0.6712634779694151,0.06767890607729732,0.013155315023701644,0.005237106384290586,8.033622326603096e-05,0.05971080653663906,0.01316216325891427,,,,,,,,
54,7e-05,530475.0,0.17442577697189854,0.04949242190799169,0.005195260033566758,0.003656733941897847,2.9523207776892356e-05,0.036663116867200654,0.0033846103387666477,0.6558847660496792,0.06564442706692007,0.011858134172485291,0.005067173954151054,7.244520735486303e-05,0.05942099898309143,0.012880532637543879,,,,,,,,
55,7e-05,540120.0,0.17336785687212067,0.04940275109540485,0.0051528411541327595,0.0036502111167012884,2.934587200733614e-05,0.036590246883585885,0.003364300314359755,0.706180342521358,0.06667246310223654,0.012518987642336249,0.005148704793901266,7.659417539623689e-05,0.06146820328865046,0.013873227097580435,,,,,,,,
56,7e-05,549765.0,0.1738407382926776,0.049310123519891426,0.005147039099633435,0.003644259170959946,2.933274886509133e-05,0.036537126053612916,0.0033738739838608685,0.6869017741827591,0.06752727827868857,0.0129575550324382,0.0052089971802227525,7.713233087126373e-05,0.06016260588874671,0.013478884383006418,,,,,,,,
57,7e-05,559410.0,0.17219808678711623,0.04925910561591901,0.005120153216150438,0.0036394816172345234,2.9167092269110667e-05,0.03645768298136591,0.003341558671419315,0.6571866406145555,0.06529755314532086,0.012261289451839467,0.005028342032755621,7.392548619200516e-05,0.0594840018858784,0.012898507023254319,,,,,,,,
58,7e-05,569055.0,0.17109335688825866,0.048994776673141505,0.0050576019068311615,0.003621691410290448,2.886171156782116e-05,0.036373575005483,0.0033207150996285625,0.6641435471551933,0.06672061697090284,0.012200236141329519,0.005165136558084258,7.452257658093072e-05,0.059939847429898566,0.013038866220277275,,,,,,,,
59,7e-05,578700.0,0.1704701561251947,0.04893014320595227,0.005053062504998116,0.0036157309097742487,2.8761306526875505e-05,0.03630893371833977,0.0033083418724039323,0.6846822214141927,0.06805052941266784,0.01276515531032931,0.0052268834472516,7.638119542819346e-05,0.05961909205553526,0.013438341322077265,,,,,,,,
60,7e-05,588345.0,0.16904233553779777,0.048565853500508425,0.004961744349267805,0.0035880269902811963,2.8246402781911767e-05,0.03619213965854896,0.0032816118237705845,0.6770500301694931,0.06687783061249739,0.012921828935851897,0.005151296337452448,7.78565369609484e-05,0.05976814980135473,0.013282564024672821,0.5916051213766537,0.06462094108691871,0.011754715995560794,0.0049846970980907705,6.700064098870339e-05,0.057630772615734446,0.011597008107621858,
61,7e-05,597990.0,0.1705043088432521,0.048627049679808826,0.005058688677929244,0.0035920187222273138,2.870263402786588e-05,0.036241429323628886,0.003308912403306442,0.6855270214580188,0.06656566658745816,0.011852293175700836,0.00512447713012532,7.139104747637661e-05,0.05985963813215922,0.01347349456564636,,,,,,,,
62,7e-05,607635.0,0.17046370320730447,0.048804776239067385,0.00504420460759183,0.003606160368593727,2.8739080429399594e-05,0.036245997056084465,0.0033083899719942205,0.6731958965371486,0.06722572153156489,0.012258879270256736,0.0051796908024892225,7.346329224748732e-05,0.05986289425518685,0.01321874034533784,,,,,,,,
63,7e-05,617280.0,0.16643824923678704,0.0480158702879695,0.004863856991335072,0.0035475349983623366,2.767566327965956e-05,0.035920305454027066,0.003231487844909055,0.7003349649736886,0.09111536422468927,0.017577926441040177,0.006990898653387581,0.00010608784072370272,0.06293523787012843,0.013655140770652968,,,,,,,,
64,7e-05,626925.0,0.1666081115582355,0.04812118283077828,0.0048739212850254605,0.003555257240436759,2.7736494956638436e-05,0.035985921999807186,0.003234683805464191,0.686768565593826,0.07118234959688362,0.012501391909477595,0.005439698291596711,7.409427251452802e-05,0.05977754813933641,0.01348534347368697,,,,,,,,
65,7e-05,636570.0,0.16603217513211863,0.047929162795614544,0.004830974205872305,0.0035409571285213667,2.7484778641159e-05,0.03591327506466596,0.0032240240185249253,0.6802136515126876,0.07238981983892226,0.012493650089832945,0.005547743711618636,7.514604748966852e-05,0.05965853660710557,0.013354400028457095,,,,,,,,
66,4.899999999999999e-05,646215.0,0.15649706417181466,0.045048272418248825,0.0043890273830374735,0.0033285368769468728,2.4925878384225544e-05,0.03482341898777912,0.0030421607357755424,0.6514458869237394,0.06374154011751924,0.01169772200488994,0.004898148320147061,6.964219995211989e-05,0.05922080793855707,0.012794963298376991,,,,,,,,
67,4.899999999999999e-05,655860.0,0.1559625878508926,0.044967594535433204,0.004368540675059227,0.003321995028221267,2.4826748561679398e-05,0.034766224093570684,0.003031880943516667,0.6568638562556559,0.06473855235801237,0.01206906905134665,0.004980569148392703,7.222751015442769e-05,0.05870920829287194,0.01289589574408619,,,,,,,,
68,4.899999999999999e-05,665505.0,0.15557331016482226,0.044697469870880274,0.004327060541192239,0.003303746809196697,2.460978073574017e-05,0.03469994900342887,0.0030249249924725785,0.662934929550673,0.0627793923989484,0.011831321471219125,0.004852471542135391,7.125745897962285e-05,0.05891559275733277,0.013022072161589076,,,,,,,,
69,4.899999999999999e-05,675150.0,0.15470752320947895,0.04461362737356924,0.004310981839308951,0.0032990606985559795,2.456666829325759e-05,0.03466388948535899,0.0030079308274034,0.6574361205995298,0.07714295928795728,0.013355254936294853,0.005865673305925657,7.870780840080205e-05,0.05895369376099406,0.012881617313264699,,,,,,,,
70,4.899999999999999e-05,684795.0,0.15227335842742662,0.04444479562712737,0.004246772832994226,0.003283269170907644,2.4137035474740068e-05,0.03450552723241554,0.0029605317118886506,0.6464887664362634,0.06448553256504548,0.012144620678224312,0.004969024375136678,7.296126641537939e-05,0.05899331427199193,0.01268688291516078,0.5916522020794017,0.06311936110238783,0.01132214723265904,0.004901938687812015,6.55636787039605e-05,0.0570831926056389,0.011606601096934854,True
71,4.899999999999999e-05,694440.0,0.1519335792130452,0.04440987314746991,0.004242010147568181,0.0032799718847627618,2.4121497463432225e-05,0.034453305725782334,0.0029538313813095387,0.6683055865950356,0.06487203195774709,0.011986581913219864,0.004979872743063594,7.122284290307129e-05,0.059171592366752165,0.013126380093636317,,,,,,,,
72,4.899999999999999e-05,704085.0,0.15144010364802526,0.044258735186063144,0.0042127114406783715,0.0032697042538185656,2.391961588298004e-05,0.03444293096456921,0.0029445478441469538,0.6711416547140445,0.06946475481603194,0.013640265906037013,0.005334236045692069,8.055756273905319e-05,0.06018319038569583,0.01315002777616015,,,,,,,,
73,4.899999999999999e-05,713730.0,0.15207678730493282,0.04391986186026072,0.004180216893094242,0.003246462275489295,2.377958677029071e-05,0.034416710100285554,0.002957931408236765,0.6954332236261038,0.06900639030736111,0.012728127815244466,0.005342327860456351,7.847064118519584e-05,0.060998154204117215,0.013654101916217187,,,,,,,,
74,4.899999999999999e-05,723375.0,0.15154904512148862,0.04416109379703811,0.004202444003497509,0.003263960102345738,2.3913437175389527e-05,0.03437318213872462,0.0029469320223598325,0.6729072825918359,0.06522570950629325,0.011792071219908279,0.005004414900408904,6.993959895869213e-05,0.059267583611432674,0.013222304227438553,,,,,,,,
75,4.899999999999999e-05,733020.0,0.15098983826290513,0.04422268812870585,0.004191860415024689,0.0032671864517932196,2.3853978907835275e-05,0.03434679907670633,0.002935959556957608,0.6861910999560649,0.07344499954902295,0.013307343493046598,0.005622250993495458,7.938511574564813e-05,0.060247254492802126,0.013457675129260363,,,,,,,,
76,4.899999999999999e-05,742665.0,0.15080066449503457,0.04419193239452029,0.004190559786791513,0.003264528638510515,2.3807887543207525e-05,0.03435559605310199,0.0029322020941648565,0.6646622741487402,0.06808550471981453,0.011973280976318576,0.005204435623963389,7.084886548941165e-05,0.059376690099014674,0.013053779863448436,,,,,,,,
77,4.899999999999999e-05,752310.0,0.149501689526571,0.043853336175078854,0.004134715096993294,0.003239771610531312,2.3532264214849192e-05,0.03418971655235055,0.0029073394885915462,0.6896029217143855,0.06600346121830844,0.012299086162947762,0.005063499405206994,7.352023450309908e-05,0.05950295499480509,0.013546076711028754,,,,,,,,
78,4.899999999999999e-05,761955.0,0.15005827323711257,0.043886384978145634,0.004147871257714684,0.0032421243003391297,2.3568144240619694e-05,0.03423415856677875,0.0029182080395879707,0.6729201706587368,0.06926012948781445,0.012351211230153336,0.005301529385995309,7.364537341454349e-05,0.0593071478091286,0.013211379188571673,,,,,,,,
79,4.899999999999999e-05,771600.0,0.148615955336895,0.043712136220772156,0.00409675787639955,0.003229360773501509,2.327744852665805e-05,0.0341463640643487,0.002890383949209918,0.6853577674687745,0.067965630223259,0.013116509625345937,0.005233997417517026,7.913919052574339e-05,0.05964449732464362,0.01344482515686857,,,,,,,,
80,4.899999999999999e-05,781245.0,0.1493801282951297,0.04387367560578235,0.0041346730999271145,0.0032408472069910305,2.3528957151564647e-05,0.03415005767366848,0.0029049091039040336,0.6810423407850615,0.06487835961151103,0.01170602262658534,0.004994610296482779,7.02879238287604e-05,0.05948747364090935,0.013386726363169524,0.5994934366857896,0.06161618953612251,0.010708361884773492,0.004750485649303573,6.101711334570388e-05,0.057368380298925284,0.011775701496020322,
81,4.899999999999999e-05,790890.0,0.14931465055280305,0.04376633556031142,0.004112734222515419,0.003233065160488167,2.335983451309282e-05,0.0341498388523732,0.002904038326605745,0.6838587045049785,0.06263937451888851,0.011752309645530618,0.004832373559130645,7.078208271580883e-05,0.059030942337761926,0.013442127897188957,,,,,,,,
82,4.899999999999999e-05,800535.0,0.14929470596588462,0.043664897965000615,0.004130183487468108,0.003226675499250416,2.346831072494265e-05,0.03405741878778228,0.002903290449568328,0.6852319690421977,0.06563833680337612,0.011897756343660937,0.00503729404328983,7.082133947694442e-05,0.05951716437843788,0.01346668425397074,,,,,,,,
83,4.899999999999999e-05,810180.0,0.1478205599910736,0.04348804417859331,0.004056665333267248,0.003213207762959521,2.308215037399615e-05,0.034005379510696286,0.002875277893156128,0.6839270571661559,0.06461815418249481,0.01197646891724933,0.004964475480894316,7.11175113521573e-05,0.05977563161483638,0.013439011764978132,,,,,,,,
84,4.899999999999999e-05,819825.0,0.14704275436372002,0.043357174352798025,0.004031588192625337,0.0032033395913714426,2.2922094034692107e-05,0.033953304707015,0.0028602233234219,0.6855703801223378,0.06276056098258251,0.011508607162559314,0.004823414700192053,6.890277665091217e-05,0.059172355452570144,0.01348123545919557,,,,,,,,
