0,26.1324462890625
1,25.024171829223633
2,24.006549835205078
3,23.04412078857422
4,22.156078338623047
5,21.306472778320312
6,20.4302978515625
7,19.515260696411133
8,18.559871673583984
9,17.568424224853516
10,16.54574203491211
11,15.497962951660156
12,14.55803108215332
13,14.254758834838867
14,13.862841606140137
15,13.426908493041992
16,12.92081069946289
17,12.32104206085205
18,11.933156967163086
19,11.67556095123291
20,11.503815650939941
21,11.417147636413574
22,11.32919692993164
23,11.297863960266113
24,11.2803316116333
25,11.256651878356934
26,11.220671653747559
27,11.169214248657227
28,11.101806640625
29,11.019847869873047
30,10.926139831542969
31,10.834564208984375
32,10.76733684539795
33,10.754785537719727
34,10.754310607910156
35,10.73354434967041
36,10.724958419799805
37,10.701740264892578
38,10.643038749694824
39,10.586507797241211
40,10.586494445800781
41,10.610218048095703
42,10.633833885192871
43,10.649694442749023
44,10.653467178344727
45,10.644424438476562
46,10.62000846862793
47,10.588129997253418
48,10.557756423950195
49,10.528671264648438
50,10.479991912841797
51,10.427322387695312
52,10.36716365814209
53,10.315202713012695
54,10.268328666687012
55,10.223594665527344
56,10.182157516479492
57,10.144086837768555
58,10.107966423034668
59,10.068391799926758
60,10.005624771118164
61,9.932572364807129
62,9.850290298461914
63,9.760347366333008
64,9.684245109558105
65,9.616044998168945
66,9.55746841430664
67,9.509420394897461
68,9.472688674926758
69,9.445443153381348
70,9.413824081420898
71,9.381122589111328
72,9.347148895263672
73,9.304872512817383
74,9.248178482055664
75,9.176971435546875
76,9.089353561401367
77,8.984176635742188
78,8.87037467956543
79,8.754629135131836
80,8.645870208740234
81,8.547958374023438
82,8.460102081298828
83,8.380243301391602
84,8.309051513671875
85,8.245847702026367
86,8.189906120300293
87,8.141176223754883
88,8.101213455200195
89,8.06760025024414
90,8.036852836608887
91,8.006423950195312
92,7.9751505851745605
93,7.942774295806885
94,7.910993576049805
95,7.881592273712158
96,7.855298042297363
97,7.82988166809082
98,7.80457878112793
99,7.779315948486328
100,7.754110813140869
101,7.729026794433594
102,7.704075336456299
103,7.677254676818848
104,7.648563861846924
105,7.620633125305176
106,7.594122409820557
107,7.569626808166504
108,7.54938268661499
109,7.5335917472839355
